Afríka	Afrika
Tóbak	Tobakk
Hindí	Hindi
Internet Explorer	Internet Explorer
Vindill	Sigar
Sígaretta	Sigarett
Missouri	Missouri
Louisiana	Louisiana
Nagaland	Nagaland
Kentucky	Kentucky
Arkansas	Arkansas
Neil Armstrong	Neil Armstrong
Úrdú	Urdu
Charles Lindbergh	Charles Lindbergh
Édith Piaf	Édith Piaf
Saxelfur	Elben
Oklahoma	Oklahoma
Weser	Weser
Dóná	Donau
Tariku Bekele	Tariku Bekele
Spree	Spree
Norðursjór	Nordsjøen
Skagerrak	Skagerrak
Kíl	Kiel
Schwerin	Schwerin
Potsdam	Potsdam
Hannover	Hannover
Düsseldorf	Düsseldorf
Mainz	Mainz
Wiesbaden	Wiesbaden
Saarbrücken	Saarbrücken
München	München
Erfurt	Erfurt
Dresden	Dresden
Magdeburg	Magdeburg
Blak	Volleyball
Innsbruck	Innsbruck
Bregenz	Bregenz
Vín (Austurríki)	Wien
Madonna	Madonna (artist)
Kaupmannahöfn	København
Macrinus	Macrinus
Stokkhólmur	Stockholm
Helsinki	Helsingfors
Dyflinn	Dublin
Elagabalus	Heliogabalus
Reykjavík	Reykjavík
Ella Fitzgerald	Ella Fitzgerald
Alexander Severus	Alexander Severus
Tallinn	Tallinn
Ríga	Riga
Sansibar	Zanzibar
Maximinus Thrax	Maximinus Thrax
Louis Armstrong	Louis Armstrong
Bratislava	Bratislava
Búdapest	Budapest
Gdańsk	Gdańsk
Frankfurt am Main	Frankfurt am Main
Wrocław	Wrocław
Lantan	Lantan
Stjarnfræðieining	Astronomisk enhet
Gordianus 3.	Gordian III
Philippus arabi	Filip Araberen
Aceh	Aceh
Rauðvín	Rødvin
Kalíníngrad	Kaliningrad
Death Note	Death Note
Lúxemborg (borg)	Luxembourg (by)
Vaduz	Vaduz
Biblían	Bibelen
San Marínó (borg)	San Marino by
Phnom Penh	Phnom Penh
Túlín	Thulium
Ho Chi Minh-borg	Ho Chi Minh-byen
Ytterbín	Ytterbium
Lútetín	Lutetium
Hanoí	Hanoi
Enska	Engelsk
Bangkok	Bangkok
Andorra la Vella	Andorra la Vella
Kúala Lúmpúr	Kuala Lumpur
Taípei	Taipei
Ódessa	Odessa
Arkangelskfylki	Arkhangelsk oblast
Đồng Hới	Dong Hoi
Concepción	Concepción
Ríkiserindrekstur	Diplomati
Bologna	Bologna
Petrozavodsk	Petrozavodsk
Cagliari	Cagliari
Kíev	Kiev
Catania	Catania
Ontario	Ontario
Patrice Evra	Patrice Evra
Ottawa	Ottawa
Bacary Sagna	Bacary Sagna
Tungl Júpíters	Jupiters måner
Júba	Juba
Manitoba	Manitoba
Alberta (fylki)	Alberta
Nova Scotia	Nova Scotia
Jerevan	Jerevan
Vologda	Vologda
Końskowola	Końskowola
Dar es Salaam	Dar-es-Salaam
Kartúm	Khartoum
Formúla 1	Formel 1
Breska Kólumbía	Britisk Columbia
Eyja Játvarðs prins	Prince Edward Island
2000	2000
2003	2003
2002	2002
2001	2001
2012	2012
2011	2011
2010	2010
2009	2009
Koltvísýringur	Karbondioksid
2013	2013
2014	2014
2015	2015
Nýfundnaland og Labrador	Newfoundland og Labrador
2008	2008
JavaScript	JavaScript
2004	2004
Vologdafylki	Vologda oblast
Wikitravel	Wikitravel
2005	2005
Dragonball	Dragon Ball
2006	2006
Nunavut	Nunavut
2007	2007
Kolmónoxíð	Karbonmonoksid
Veróna	Verona
Iqaluit	Iqaluit
1900	1900
1901	1901
Lívíus	Titus Livius
Charles de Gaulle	Charles de Gaulle
1902	1902
Flórens	Firenze
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
ACF Fiorentina	ACF Fiorentina
Lucius Annaeus Seneca	Seneca den yngre
1908	1908
1909	1909
1992	1992
1991	1991
1990	1990
1993	1993
Essen	Essen
1994	1994
1995	1995
1996	1996
David Lynch	David Lynch
1910	1910
1911	1911
1912	1912
SVG	Scalable Vector Graphics
Leipzig	Leipzig
1913	1913
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Nürnberg	Nürnberg
1999	1999
1917	1917
1918	1918
Matur	Mat
Martialis	Marcus Valerius Martialis
Duisburg	Duisburg
Slöngur	Slanger
Bochum	Bochum
Jacques Chirac	Jacques Chirac
Wuppertal	Wuppertal
Ljóshraði	Lysets hastighet
Bielefeld	Bielefeld
XML	XML
Mannheim	Mannheim
Munnmök	Oralsex
Fiseind	Nøytrino
LOL (netslangur)	LOL
Winnipeg	Winnipeg
Halifax	Halifax (Nova Scotia)
Québecborg	Québec (by)
1. janúar	1. januar
2. janúar	2. januar
1920	1920
3. janúar	3. januar
1919	1919
Tacítus	Tacitus
1921	1921
1922	1922
Lundur (Svíþjóð)	Lund (by)
4. janúar	4. januar
1923	1923
Biobío-fylki	Biobío
Lance Armstrong	Lance Armstrong
1924	1924
Araucanía-fylki	Araucanía
Los Ríos-fylki	Los Ríos (region)
Los Lagos-fylki	Los Lagos
Georges Pompidou	Georges Pompidou
Leníngradfylki	Leningrad oblast
Graphics Interchange Format	GIF
Rómúlus og Remus	Romulus og Remus
Dvergreikistjarna	Dvergplanet
5. janúar	5. januar
Malmö	Malmö
6. janúar	6. januar
Rafeind	Elektron
7. janúar	7. januar
8. janúar	8. januar
Hólmgarður	Novgorod
9. janúar	9. januar
10. janúar	10. januar
11. janúar	11. januar
12. janúar	12. januar
Buzz Aldrin	Buzz Aldrin
Scipio Africanus	Scipio Africanus
Þelamörk	Telemark
13. janúar	13. januar
Birmingham	Birmingham
14. janúar	14. januar
15. janúar	15. januar
16. janúar	16. januar
Tom Hanks	Tom Hanks
17. janúar	17. januar
18. janúar	18. januar
19. janúar	19. januar
20. janúar	20. januar
Iðnbyltingin	Den industrielle revolusjon
Bensen	Benzen
21. janúar	21. januar
22. janúar	22. januar
23. janúar	23. januar
Rómverska keisaradæmið	Det romerske keiserriket
24. janúar	24. januar
25. janúar	25. januar
Minsk	Minsk
26. janúar	26. januar
Microsoft	Microsoft
27. janúar	27. januar
28. janúar	28. januar
29. janúar	29. januar
30. janúar	30. januar
31. janúar	31. januar
Chuck (sjónvarpsþáttur)	Chuck (TV-serie)
Róteind	Proton
2. desember	2. desember
1. desember	1. desember
3. desember	3. desember
7. desember	7. desember
5. desember	5. desember
8. desember	8. desember
10. desember	10. desember
6. desember	6. desember
9. desember	9. desember
Pink Floyd	Pink Floyd
Scipio Aemilianus	Scipio den yngre
4. desember	4. desember
1. febrúar	1. februar
2. febrúar	2. februar
3. febrúar	3. februar
Kurów	Kurów
4. febrúar	4. februar
5. febrúar	5. februar
6. febrúar	6. februar
7. febrúar	7. februar
8. febrúar	8. februar
9. febrúar	9. februar
10. febrúar	10. februar
Efnafræði	Kjemi
Led Zeppelin	Led Zeppelin
14. febrúar	14. februar
13. febrúar	13. februar
15. febrúar	15. februar
11. febrúar	11. februar
12. febrúar	12. februar
Smolensk	Smolensk
Robin van Persie	Robin van Persie
19. febrúar	19. februar
17. febrúar	17. februar
16. febrúar	16. februar
18. febrúar	18. februar
20. febrúar	20. februar
Efnagreining	Analytisk kjemi
Nifteind	Nøytron
69 (kynlífsstelling)	69 (sexstilling)
21. febrúar	21. februar
22. febrúar	22. februar
23. febrúar	23. februar
24. febrúar	24. februar
25. febrúar	25. februar
26. febrúar	26. februar
27	27
27. febrúar	27. februar
28. febrúar	28. februar
11. desember	11. desember
29. febrúar	29. februar
12. desember	12. desember
C Sharp	C Sharp
13. desember	13. desember
14. desember	14. desember
15. desember	15. desember
2. mars	2. mars
3. mars	3. mars
5. mars	5. mars
1. mars	1. mars
7. mars	7. mars
8. mars	8. mars
4. mars	4. mars
10. mars	10. mars
11. mars	11. mars
6. mars	6. mars
13. mars	13. mars
9. mars	9. mars
12. mars	12. mars
15. mars	15. mars
14. mars	14. mars
C++	C++
Saltsýra	Saltsyre
16. desember	16. desember
17. desember	17. desember
16. mars	16. mars
17. mars	17. mars
18. mars	18. mars
19. mars	19. mars
1989	1989
1988	1988
20. mars	20. mars
1987	1987
1986	1986
1985	1985
1984	1984
21. mars	21. mars
1983	1983
22. mars	22. mars
1982	1982
1981	1981
18. desember	18. desember
1980	1980
23. mars	23. mars
Mógadisjú	Mogadishu
19. desember	19. desember
24. mars	24. mars
25. mars	25. mars
20. desember	20. desember
26. mars	26. mars
27. mars	27. mars
28. mars	28. mars
29. mars	29. mars
30. mars	30. mars
31. mars	31. mars
Sana	Sanaá
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Þrjátíu ára stríðið	Tredveårskrigen
Benedikt 16.	Benedikt XVI
15. apríl	15. april
13. apríl	13. april
12. apríl	12. april
14. apríl	14. april
11. apríl	11. april
10. apríl	10. april
8. apríl	8. april
9. apríl	9. april
7. apríl	7. april
6. apríl	6. april
5. apríl	5. april
4. apríl	4. april
3. apríl	3. april
1. apríl	1. april
2. apríl	2. april
Hubble-geimsjónaukinn	Hubble-teleskopet
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
16. apríl	16. april
17. apríl	17. april
18. apríl	18. april
19. apríl	19. april
20. apríl	20. april
21. apríl	21. april
22. apríl	22. april
23. apríl	23. april
24. apríl	24. april
Gerhard Schröder	Gerhard Schröder
25. apríl	25. april
26. apríl	26. april
27. apríl	27. april
28. apríl	28. april
29. apríl	29. april
30. apríl	30. april
Fylgihnöttur	Naturlig satellitt
Joachim Gauck	Joachim Gauck
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
1. maí	1. mai
2. maí	2. mai
3. maí	3. mai
4. maí	4. mai
5. maí	5. mai
Johannes Rau	Johannes Rau
6. maí	6. mai
7. maí	7. mai
8. maí	8. mai
9. maí	9. mai
10. maí	10. mai
11. maí	11. mai
12. maí	12. mai
13. maí	13. mai
14. maí	14. mai
15. maí	15. mai
Richard von Weizsäcker	Richard von Weizsäcker
16. maí	16. mai
17. maí	17. mai
18. maí	18. mai
19. maí	19. mai
20. maí	20. mai
21. maí	21. mai
22. maí	22. mai
23. maí	23. mai
24. maí	24. mai
25. maí	25. mai
26. maí	26. mai
27. maí	27. mai
28. maí	28. mai
29. maí	29. mai
30. maí	30. mai
31. maí	31. mai
Paul McCartney	Paul McCartney
21. desember	21. desember
Società Sportiva Lazio	SS Lazio
14. júní	14. juni
15. júní	15. juni
13. júní	13. juni
10. júní	10. juni
7. júní	7. juni
11. júní	11. juni
9. júní	9. juni
12. júní	12. juni
6. júní	6. juni
8. júní	8. juni
5. júní	5. juni
3. júní	3. juni
2. júní	2. juni
1. júní	1. juni
4. júní	4. juni
Ringo Starr	Ringo Starr
Napólí	Napoli
22. desember	22. desember
SSC Napoli	SSC Napoli
George Harrison	George Harrison
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
16. júní	16. juni
Palermo	Palermo
30. júní	30. juni
Gauss-eyðing	Gauss-eliminasjon
29. júní	29. juni
28. júní	28. juni
26. júní	26. juni
25. júní	25. juni
22. júní	22. juni
27. júní	27. juni
24. júní	24. juni
20. júní	20. juni
23. júní	23. juni
19. júní	19. juni
18. júní	18. juni
21. júní	21. juni
17. júní	17. juni
Chuck Norris	Chuck Norris
23. desember	23. desember
Vilhjálmur 2. Þýskalandskeisari	Vilhelm II av Tyskland
Bruce Willis	Bruce Willis
Parma	Parma
Arnold Schwarzenegger	Arnold Schwarzenegger
15. júlí	15. juli
13. júlí	13. juli
12. júlí	12. juli
10. júlí	10. juli
9. júlí	9. juli
14. júlí	14. juli
8. júlí	8. juli
7. júlí	7. juli
6. júlí	6. juli
5. júlí	5. juli
2. júlí	2. juli
4. júlí	4. juli
3. júlí	3. juli
1. júlí	1. juli
11. júlí	11. juli
24. desember	24. desember
Watford F.C.	Watford FC
31. júlí	31. juli
30. júlí	30. juli
29. júlí	29. juli
28. júlí	28. juli
27. júlí	27. juli
25. júlí	25. juli
24. júlí	24. juli
23. júlí	23. juli
26. júlí	26. juli
22. júlí	22. juli
19. júlí	19. juli
21. júlí	21. juli
20. júlí	20. juli
17. júlí	17. juli
18. júlí	18. juli
16. júlí	16. juli
Knattspyrna	Fotball
Münster	Münster
Söngleikur	Musikal
25. desember	25. desember
Ágsborg	Augsburg
Siena	Siena
Jaroslav Hašek	Jaroslav Hašek
1963	1963
Lech Kaczyński	Lech Kaczyński
Mönchengladbach	Mönchengladbach
Úrbínó	Urbino
26. desember	26. desember
Helförin	Holocaust
1962	1962
IPhone	IPhone
Brúnsvík	Braunschweig
14. ágúst	14. august
15. ágúst	15. august
13. ágúst	13. august
12. ágúst	12. august
11. ágúst	11. august
10. ágúst	10. august
8. ágúst	8. august
7. ágúst	7. august
9. ágúst	9. august
5. ágúst	5. august
4. ágúst	4. august
2. ágúst	2. august
3. ágúst	3. august
6. ágúst	6. august
1. ágúst	1. august
Grimmsbræður	Brødrene Grimm
Chemnitz	Chemnitz
IPad	IPad
27. desember	27. desember
Krefeld	Krefeld
Madrid	Madrid
Elton John	Elton John
Kafbátur	Undervannsbåt
16. ágúst	16. august
Coca-Cola	Coca-Cola
Halle	Halle (Saale)
29. ágúst	29. august
28. ágúst	28. august
30. ágúst	30. august
25. ágúst	25. august
26. ágúst	26. august
23. ágúst	23. august
27. ágúst	27. august
21. ágúst	21. august
20. ágúst	20. august
24. ágúst	24. august
18. ágúst	18. august
17. ágúst	17. august
22. ágúst	22. august
19. ágúst	19. august
31. ágúst	31. august
Michael Jackson	Michael Jackson
28. desember	28. desember
Freiburg (Þýskaland)	Freiburg im Breisgau
Inflúensa	Influensa
Bógóta	Bogotá
Lübeck	Lübeck
Brasilía (borg)	Brasília
15. september	15. september
14. september	14. september
13. september	13. september
12. september	12. september
8. september	8. september
11. september	11. september
7. september	7. september
10. september	10. september
5. september	5. september
4. september	4. september
9. september	9. september
2. september	2. september
6. september	6. september
1. september	1. september
3. september	3. september
Rostock	Rostock
29. desember	29. desember
Kassel	Kassel
Líma	Lima
Hamm	Hamm
30. september	30. september
29. september	29. september
28. september	28. september
27. september	27. september
26. september	26. september
25. september	25. september
Santíagó	Santiago de Chile
23. september	23. september
22. september	22. september
24. september	24. september
21. september	21. september
20. september	20. september
18. september	18. september
17. september	17. september
19. september	19. september
16. september	16. september
Quito	Quito
30. desember	30. desember
Súkre	Sucre (Bolivia)
Antoine de Saint-Exupéry	Antoine de Saint-Exupéry
Ludwigshafen	Ludwigshafen
31. desember	31. desember
1. október	1. oktober
Osnabrück	Osnabrück
15. október	15. oktober
12. október	12. oktober
10. október	10. oktober
14. október	14. oktober
9. október	9. oktober
8. október	8. oktober
13. október	13. oktober
7. október	7. oktober
11. október	11. oktober
6. október	6. oktober
4. október	4. oktober
5. október	5. oktober
3. október	3. oktober
2. október	2. oktober
Asúnsjón	Asunción
Geit	Geit
Aldinborg	Oldenburg (Oldenburg)
Leverkusen	Leverkusen
Sixtínska kapellan	Det sixtinske kapell
Versalahöll	Slottet i Versailles
Þéttmerski	Ditmarsken
Neuss	Neuss
31. október	31. oktober
30. október	30. oktober
29. október	29. oktober
28. október	28. oktober
26. október	26. oktober
25. október	25. oktober
24. október	24. oktober
27. október	27. oktober
22. október	22. oktober
23. október	23. oktober
20. október	20. oktober
21. október	21. oktober
19. október	19. oktober
17. október	17. oktober
16. október	16. oktober
18. október	18. oktober
Heidelberg	Heidelberg
Paderborn	Paderborn
Darmstadt	Darmstadt
Dómkirkja	Katedral
Regensburg	Regensburg
Notre Dame	Notre-Dame
15. nóvember	15. november
14. nóvember	14. november
13. nóvember	13. november
12. nóvember	12. november
11. nóvember	11. november
10. nóvember	10. november
7. nóvember	7. november
8. nóvember	8. november
9. nóvember	9. november
6. nóvember	6. november
5. nóvember	5. november
4. nóvember	4. november
3. nóvember	3. november
2. nóvember	2. november
1. nóvember	1. november
Würzburg	Würzburg
Paramaríbó	Paramaribo
Ingolstadt	Ingolstadt
Ulm	Ulm
Wolfsburg	Wolfsburg
30. nóvember	30. november
29. nóvember	29. november
28. nóvember	28. november
27. nóvember	27. november
26. nóvember	26. november
25. nóvember	25. november
23. nóvember	23. november
24. nóvember	24. november
21. nóvember	21. november
20. nóvember	20. november
22. nóvember	22. november
19. nóvember	19. november
18. nóvember	18. november
17. nóvember	17. november
16. nóvember	16. november
Göttingen	Göttingen
Katmandú	Katmandu
Hudsonflói	Hudsonbukta
Offenbach am Main	Offenbach am Main
Belmópan	Belmopan
Karlamagnús	Karl den store
Pforzheim	Pforzheim
San José	San José
Pönk	Pønkrock
Fürth	Fürth
Shoemaker-Levy 9	Shoemaker–Levy 9
Reutlingen	Reutlingen
Koblenz	Koblenz
Sylt	Sylt
Canberra	Canberra
Íó (tungl)	Io (måne)
Erlangen	Erlangen
Föhr	Föhr
Sydney	Sydney
Grænn	Grønn
Kallistó (tungl)	Callisto (måne)
Trier	Trier
Hudsonfljót	Hudson (elv)
Melbourne	Melbourne
Rauður	Rød
Evrópa (tungl)	Europa (måne)
Jena	Jena
Kúrsk	Kursk
Ganýmedes (tungl)	Ganymedes (måne)
Fehmarn	Fehmarn
Perth	Perth (Australia)
Hildesheim	Hildesheim
Eldur	Ild
Ljóseind	Foton
Galíleótunglin	Galileiske måner
Vestur-Ástralía	Vest-Australia
Cottbus	Cottbus
Nýja Suður-Wales	New South Wales
Jáeind	Positron
Gufuhvolf	Jordens atmosfære
Norðursvæðið	Nordterritoriet
Rügen	Rügen
Tegucigalpa	Tegucigalpa
Usedom	Usedom
Höfuðborgarsvæði Ástralíu	Australian Capital Territory
Winnipegvatn	Winnipegsjøen
Managva	Managua
Cher (sýsla)	Cher (departement)
Límeind	Gluon
Karl hamar	Karl Martell
Panamaborg	Panama by
Egða	Eider
Títanía (tungl)	Titania
Belgorodfylki	Belgorod oblast
Óberon (tungl)	Oberon (måne)
George Orwell	George Orwell
Amelia Earhart	Amelia Earhart
Zugspitze	Zugspitze
Eure-et-Loir (sýsla)	Eure-et-Loir
Níl	Nilen
Hertfordshire	Hertfordshire
Súmatra	Sumatra
Kongófljót	Kongo (elv)
Bari	Bari
Nígerfljót	Niger (elv)
Rabat	Rabat
Halastjarna	Komet
Algeirsborg	Alger
Senegalfljót	Senegal (elv)
Túnis (borg)	Tunis
Trípólí	Tripoli
Antofagasta	Antofagasta
Teheran	Teheran
Addis Ababa	Addis Abeba
Djakarta	Jakarta
Verbania	Verbania
Ankara	Ankara
Asmara	Asmara
N'Djamena	N'Djamena
Níamey	Niamey
Krasnodarfylki	Krasnodar kraj
Núaksjott	Nouakchott
Ríad	Riyadh
1961	1961
Bamakó	Bamako
Fet	Fot (måleenhet)
Belgrad	Beograd
Dakar	Dakar
Kónakrí	Conakry
Adigea	Adygia
Bissá	Bissau
Flokkur:Snið	Kategori:Maler
Monróvía	Monrovia
Gera	Gera
Praia	Praia
1960	1960
Java	Java (øy)
Kaiserslautern	Kaiserslautern
Flokkur:Þemasnið	Kategori:Maler etter tema
Akkra	Accra
Damaskus	Damaskus
Yamoussoukro	Yamoussoukro
Franska Gvæjana	Fransk Guyana
Quentin Tarantino	Quentin Tarantino
Ouagadougou	Ouagadougou
Freetown	Freetown
Amasónfljót	Amazonas
Esslingen	Esslingen am Neckar
Abuja	Abuja
Lomé	Lomé
Flensborg	Flensburg
Porto Novo	Porto-Novo
Limafjörður	Limfjorden
Hanau	Hanau
Litlu-Sundaeyjar	De små Sundaøyer
Amman	Amman
Tübingen	Tübingen
Jánde	Yaoundé
Coyhaique	Coyhaique
Súlavesí	Sulawesi
Malabó	Malabo
Beirút	Beirut
Libreville	Libreville
Múskat (borg)	Muskat (Oman)
Mólúkkaeyjar	Molukkene
Bangví	Bangui
Konstanz	Konstanz
Kinsasa	Kinshasa
Brazzaville	Brazzaville
Vestur-Nýja-Gínea	Irian Jaya
Worms	Worms
Bújúmbúra	Bujumbura
Nikósía	Nikosia
Wilhelmshaven	Wilhelmshaven
Kígalí	Kigali
Doha	Doha
Smástirni	Asteroide
Dódóma	Dodoma
Marburg	Marburg
Naíróbí	Nairobi
Taugasálfræði	Nevropsykologi
Lílongve	Lilongwe
Flokkur:Landafræðisnið	Kategori:Geografimaler
Lúsaka	Lusaka
Manama	Manama
Amazon.com	Amazon.com
Sólmyrkvi	Solformørkelse
Mapútó	Maputo
Kampala	Kampala
Adidas	Adidas
Lúanda	Luanda
Móróní	Moroni
Mbabane	Mbabane
Galisía	Galicia (Spania)
Maserú	Maseru
Albert 2. Belgíukonungur	Albert II av Belgia
Tvíundakerfi	Binært tallsystem
Skóli	Skole
Antananarívó	Antananarivo
Háskóli	Universitet
Gaboróne	Gaborone
Lüneburg	Lüneburg
Harare	Harare
Bayreuth	Bayreuth
Grace Kelly	Grace Kelly
Pretoría	Pretoria
Astrakan	Astrakhan
Port Louis	Port Louis
Borðtennis	Bordtennis
Brandenburg an der Havel	Brandenburg an der Havel
Astúría	Asturias
Windhoek	Windhoek
Bamberg	Bamberg
Sprengistjarna	Supernova
Wikipedia:Sandkassinn	Wikipedia:Sandkasse
Astrakanfylki	Astrakhan oblast
Grenndarhópurinn	Den lokale gruppen
Wikipedia:Kynning	Wikipedia:Introduksjon
Kantabría	Cantabria
Hús	Hus
Neptúnus (guð)	Neptun (gud)
Weimar	Weimar
Fartölva	Bærbar datamaskin
Vélbúnaður	Maskinvare
Algebra	Algebra
Liège	Liège
Baskaland	Baskerland (autonom region)
Líffærafræði mannsins	Menneskets anatomi
Landakort	Kart
Navarra	Navarra
Á (landslagsþáttur)	Elv
Frankfurt (Oder)	Frankfurt (Oder)
Paul Simon	Paul Simon
Duke Ellington	Duke Ellington
Osasco	Osasco
Aragon	Aragón
Hameln	Hameln
Stralsund	Stralsund
Göppingen	Göppingen
Hornhöfði	Kapp Horn
Eschweiler	Eschweiler (Rheinland)
Ammóníak	Ammoniakk
Góðrarvonarhöfði	Kapp det gode håp
Glasgow	Glasgow
Greifswald	Greifswald
Baden-Baden	Baden-Baden
Chris Rock	Chris Rock
Brennisteinssýra	Svovelsyre
IJsselmeer	IJsselmeer
Bodenvatn	Bodensjøen
Waiblingen	Waiblingen
Neuschwanstein	Neuschwanstein
Donghoiflugvöllur	Dong Hoi lufthavn
Geimur	Ytre rom
Dómkirkjan í Köln	Kölnerdomen
45 f.Kr.	45 f.Kr.
Wetzlar	Wetzlar
46 f.Kr.	46 f.Kr.
Harzfjöll	Harz
Luzern	Luzern
41 f.Kr.	41 f.Kr.
Cuxhaven	Cuxhaven
42 f.Kr.	42 f.Kr.
Nifteindastjörnur	Nøytronstjerne
Svartiskógur	Schwarzwald
25 f.Kr.	25 f.Kr.
Sjónauki	Teleskop
Miley Cyrus	Miley Cyrus
Útvarpsbylgjur	Radiobølger
Smjörlíki	Margarin
Móðurborð	Hovedkort
Flokkur:Saga Bangladess	Kategori:Bangladeshs historie
Curitiba	Curitiba
Pangea	Pangea
Vestur-Afríka	Vest-Afrika
Flokkur:Saga Tyrklands	Kategori:Tyrkias historie
Skógur	Skog
Flokkur:Saga Japans	Kategori:Japans historie
Flokkur:1888	Kategori:1888
Zichyújfalu	Zichyújfalu
Flokkur:Kakkalakkar	Kategori:Kakerlakker
Harður diskur	Platelager
Emily Dickinson	Emily Dickinson
Flokkur:Klaufdýr	Kategori:Partåede hovdyr
Despicable Me	Grusomme meg
Franz Beckenbauer	Franz Beckenbauer
Flokkur:Fólk dáið árið 1481	Kategori:Dødsfall i 1481
Mitt Romney	Mitt Romney
Flokkur:Fólk fætt árið 1421	Kategori:Fødsler i 1421
Flokkur:Hreisturdýr	Kategori:Skjellkrypdyr
Kómódódreki	Komodovaran
Sjóher	Marine
VfB Stuttgart	VfB Stuttgart
NCIS	NCIS (TV-serie)
Victorious	Victorious
Daniel Craig	Daniel Craig
Flokkur:1421	Kategori:1421
Flokkur:1481	Kategori:1481
Vistmenning	Permakultur
Sean Connery	Sean Connery
Færeyski fáninn	Færøyenes flagg
Marshalláætlunin	Marshallplanen
Anna Frank	Anne Frank
Snið:Location map Tyrkland	Mal:Kartposisjon Tyrkia
Konfúsíus	Konfucius
Sarah Bernhardt	Sarah Bernhardt
Flokkur:Saga Íraks	Kategori:Iraks historie
Georgískt larí	Georgisk lari
Marlene Dietrich	Marlene Dietrich
Suður-Kaliforníuháskóli	University of Southern California
Marilyn Monroe	Marilyn Monroe
Corbin Bleu	Corbin Bleu
Flokkur:Stærðfræði	Kategori:Matematikk
Flokkur:Tilbúin tungumál	Kategori:Konstruerte språk
Kölnarbjór	Kölsch
Aímaríska	Aymara (språk)
Færeyjar	Færøyene
Surat	Surat
Flokkur:Saga Indlands	Kategori:Indias historie
Vulcanus	Vulkan (gud)
Balí	Bali
Júpíter (guð)	Jupiter (gud)
Sherlock Holmes	Sherlock Holmes
Fortuna	Fortuna
Endurreisnin	Renessansen
Claude Debussy	Claude Debussy
Le Corbusier	Le Corbusier
Hreiður	Fuglerede
Flokkur:Fólk fætt árið 1888	Kategori:Fødsler i 1888
1488	1488
Kvæmi	Kultivar
Evra	Euro
Bandaríkjadalur	Amerikansk dollar
Miðjarðarhaf	Middelhavet
Larry Page	Larry Page
Skyfall	Skyfall
Lýðveldið Feneyjar	Republikken Venezia
Evrópudómstóllinn	Den europeiske unions domstol
Jason Lee	Jason Lee
Kristni	Kristendom
1004	1004
Mount Cook	Mount Cook
Seattle	Seattle
Berlínarmúrinn	Berlinmuren
Ganges	Ganges
Hrísgrjón	Ris
Baltimore	Baltimore
Céline Dion	Céline Dion
Heimsálfa	Kontinent
Abkasíska	Abkhasisk
Adelaide	Adelaide
Fugl	Fugler
Dagestan	Dagestan
Höfuðborg	Hovedstad
Monzón	Monzón
Portúgalska	Portugisisk
Mánuður	Måned
Kemal Atatürk	Mustafa Kemal Atatürk
1948	1948
Hnykkhöfðar	Kinorhyncher
Bjúgormar	Priapulider
Þráðormar	Rundormer
Téténía	Tsjetsjenia
1949	1949
Grosní	Groznyj
Gualterus	Walter av Châtillon
